epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,406.418,0.24077,0.21651,0.79355,0.96407,1,0.97962,0.95719,0.18781,0.1795,0.77498,0.00026161,0.00026161,0.00026161
66,412.995,0.22493,0.2089,0.794,0.97553,0.99159,0.98672,0.96688,0.1859,0.16729,0.77457,0.000254541,0.000254541,0.000254541
67,419.383,0.22388,0.20594,0.79367,0.97839,0.99626,0.98841,0.96574,0.17708,0.16839,0.77334,0.000247472,0.000247472,0.000247472
68,425.594,0.22504,0.20989,0.79565,0.9681,0.99065,0.98344,0.95874,0.17742,0.166,0.77447,0.000240404,0.000240404,0.000240404
69,431.802,0.22074,0.20385,0.79119,0.98174,0.99252,0.98882,0.95983,0.20411,0.17421,0.77681,0.000233335,0.000233335,0.000233335
70,438.785,0.22645,0.20924,0.79497,0.97429,0.99439,0.98344,0.95764,0.17586,0.1675,0.77475,0.000226267,0.000226267,0.000226267
71,445.441,0.21425,0.19655,0.79161,0.99129,0.98677,0.98939,0.97423,0.15339,0.14997,0.76935,0.000219198,0.000219198,0.000219198
72,452.064,0.22409,0.20868,0.79231,0.98364,0.99813,0.98981,0.96549,0.20746,0.17565,0.77693,0.000212129,0.000212129,0.000212129
73,458.662,0.22679,0.20606,0.79504,0.97794,0.99439,0.98846,0.96599,0.1988,0.16262,0.77529,0.000205061,0.000205061,0.000205061
74,464.832,0.22346,0.20345,0.79552,0.98298,0.98692,0.98555,0.95918,0.16969,0.16857,0.78263,0.000197992,0.000197992,0.000197992
75,470.773,0.20919,0.19007,0.79456,0.98756,0.99064,0.98867,0.96765,0.17501,0.15573,0.78136,0.000190924,0.000190924,0.000190924
76,476.715,0.20762,0.1922,0.78898,0.98911,0.99533,0.99233,0.97819,0.18205,0.15665,0.77197,0.000183855,0.000183855,0.000183855
77,482.672,0.20752,0.19126,0.78948,0.98541,0.99187,0.98965,0.97242,0.17055,0.15288,0.77084,0.000176786,0.000176786,0.000176786
78,488.586,0.19994,0.18731,0.78665,0.98724,0.99109,0.98936,0.97136,0.15131,0.15613,0.76795,0.000169718,0.000169718,0.000169718
79,494.462,0.20055,0.1854,0.78824,0.98665,0.99645,0.99242,0.97667,0.16794,0.1427,0.77473,0.000162649,0.000162649,0.000162649
80,500.367,0.20413,0.18264,0.79043,0.99035,0.99439,0.99094,0.96001,0.20065,0.1568,0.78409,0.000155581,0.000155581,0.000155581
81,506.238,0.20034,0.17758,0.79053,0.99644,0.99813,0.99481,0.98753,0.15179,0.11907,0.76548,0.000148512,0.000148512,0.000148512
82,512.219,0.1938,0.17129,0.78649,0.99438,0.99643,0.99328,0.98449,0.17926,0.12842,0.76862,0.000141443,0.000141443,0.000141443
83,518.107,0.19202,0.16146,0.78667,0.99355,0.99285,0.99259,0.97585,0.16963,0.14355,0.7747,0.000134375,0.000134375,0.000134375
84,524.054,0.1893,0.16174,0.78435,0.99859,0.99929,0.99498,0.99045,0.14265,0.10253,0.76438,0.000127306,0.000127306,0.000127306
85,530.101,0.19075,0.16124,0.78765,0.99958,0.99907,0.995,0.9894,0.15447,0.10657,0.76552,0.000120238,0.000120238,0.000120238
86,536.005,0.1825,0.15257,0.78512,0.99827,0.9993,0.99498,0.98978,0.14406,0.10326,0.76602,0.000113169,0.000113169,0.000113169
87,541.883,0.18244,0.15299,0.78625,0.99896,0.99984,0.995,0.99006,0.13709,0.0983,0.7642,0.0001061,0.0001061,0.0001061
88,547.761,0.18154,0.14824,0.78444,0.99899,0.99983,0.995,0.99017,0.1291,0.0942,0.7629,9.90318e-05,9.90318e-05,9.90318e-05
89,553.627,0.17522,0.1456,0.78714,0.99936,1,0.995,0.98996,0.13756,0.09792,0.76556,9.19632e-05,9.19632e-05,9.19632e-05
90,559.518,0.17671,0.14576,0.78299,0.99912,1,0.995,0.98909,0.13972,0.09766,0.76468,8.48946e-05,8.48946e-05,8.48946e-05
91,576.161,0.14616,0.11758,0.76985,0.99915,0.99842,0.995,0.98845,0.16215,0.10784,0.76672,7.7826e-05,7.7826e-05,7.7826e-05
92,582.245,0.13232,0.10708,0.76729,0.99533,0.99872,0.99491,0.98681,0.15212,0.10663,0.77375,7.07574e-05,7.07574e-05,7.07574e-05
93,588.249,0.12632,0.10457,0.76701,0.99924,1,0.995,0.98834,0.15598,0.10415,0.7695,6.36888e-05,6.36888e-05,6.36888e-05
94,594.354,0.12259,0.09953,0.76703,0.99904,1,0.995,0.98977,0.15029,0.10024,0.76671,5.66202e-05,5.66202e-05,5.66202e-05
95,601.005,0.12162,0.09781,0.76408,0.99925,1,0.995,0.98939,0.1446,0.09787,0.767,4.95516e-05,4.95516e-05,4.95516e-05
96,607.604,0.11689,0.0953,0.76753,0.99933,1,0.995,0.98949,0.13798,0.09461,0.7667,4.2483e-05,4.2483e-05,4.2483e-05
97,614.274,0.11689,0.09551,0.76196,0.99942,1,0.995,0.98939,0.14716,0.09871,0.76598,3.54144e-05,3.54144e-05,3.54144e-05
98,620.974,0.11608,0.09343,0.76714,0.99952,0.99998,0.995,0.99076,0.13872,0.0938,0.76464,2.83458e-05,2.83458e-05,2.83458e-05
99,628.058,0.10991,0.09039,0.76394,0.99957,1,0.995,0.99035,0.12639,0.08824,0.76498,2.12772e-05,2.12772e-05,2.12772e-05
100,634.414,0.10907,0.0897,0.76402,0.99957,0.99957,0.995,0.99014,0.12424,0.08769,0.76427,1.42086e-05,1.42086e-05,1.42086e-05
