epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,150.546,1.04766,0.46308,0.99949,0.90871,0.93623,0.94819,0.59747,1.28893,0.49883,1.14623,0.000424187,0.000424187,0.000424187
43,154.041,1.0339,0.46464,1.00778,0.90419,0.9422,0.94099,0.59166,1.31943,0.52226,1.16466,0.000417119,0.000417119,0.000417119
44,157.532,1.04187,0.46765,1.00198,0.92342,0.92649,0.94493,0.58557,1.33455,0.54998,1.16016,0.00041005,0.00041005,0.00041005
45,161.119,1.04208,0.46467,0.99065,0.9103,0.94045,0.94408,0.5862,1.30284,0.51423,1.1678,0.000402982,0.000402982,0.000402982
46,164.598,1.02195,0.45128,0.99886,0.90381,0.94727,0.94109,0.59033,1.30016,0.50485,1.17138,0.000395913,0.000395913,0.000395913
47,168.085,0.9895,0.44328,0.97278,0.91168,0.91824,0.93631,0.59279,1.28428,0.52414,1.15328,0.000388844,0.000388844,0.000388844
48,171.581,1.04645,0.46054,0.99642,0.91076,0.94812,0.9483,0.59743,1.30929,0.50394,1.16389,0.000381776,0.000381776,0.000381776
49,175.065,1.00128,0.43954,0.99321,0.93688,0.90248,0.94069,0.5993,1.296,0.51294,1.16266,0.000374707,0.000374707,0.000374707
50,178.548,0.98663,0.43836,0.97818,0.8931,0.93146,0.93577,0.58497,1.31208,0.53088,1.16506,0.000367639,0.000367639,0.000367639
51,182.135,0.98258,0.44229,0.9784,0.92279,0.92495,0.94512,0.58848,1.31076,0.50857,1.17446,0.00036057,0.00036057,0.00036057
52,185.627,0.9717,0.43322,0.96956,0.92245,0.9203,0.94247,0.58119,1.33339,0.51727,1.18334,0.000353501,0.000353501,0.000353501
53,189.116,0.95889,0.43479,0.95892,0.92364,0.91207,0.94241,0.58459,1.30014,0.50731,1.17366,0.000346433,0.000346433,0.000346433
54,192.6,0.92207,0.4141,0.94783,0.90735,0.93487,0.93966,0.59295,1.29311,0.51193,1.17533,0.000339364,0.000339364,0.000339364
55,196.083,0.93221,0.41678,0.95042,0.91516,0.93778,0.95319,0.59695,1.30453,0.49998,1.17264,0.000332296,0.000332296,0.000332296
56,199.558,0.93179,0.41141,0.95585,0.91255,0.93547,0.94597,0.60043,1.29262,0.49017,1.17285,0.000325227,0.000325227,0.000325227
57,203.163,0.91258,0.4094,0.9568,0.93324,0.92499,0.95038,0.5918,1.31081,0.49602,1.18109,0.000318158,0.000318158,0.000318158
58,206.646,0.90175,0.40561,0.92777,0.92075,0.92612,0.93991,0.58656,1.31287,0.49155,1.18877,0.00031109,0.00031109,0.00031109
59,210.173,0.92866,0.40927,0.9512,0.91219,0.92632,0.94884,0.59625,1.32513,0.49371,1.19018,0.000304021,0.000304021,0.000304021
60,213.657,0.90489,0.40015,0.95267,0.90607,0.91524,0.93214,0.58919,1.3012,0.52415,1.17192,0.000296953,0.000296953,0.000296953
61,217.138,0.8627,0.39372,0.92174,0.91421,0.92737,0.93933,0.58861,1.3068,0.5067,1.18873,0.000289884,0.000289884,0.000289884
62,220.624,0.88249,0.39542,0.9451,0.90975,0.92615,0.94239,0.59079,1.31393,0.51655,1.19524,0.000282815,0.000282815,0.000282815
63,224.212,0.88994,0.39835,0.93824,0.91858,0.92197,0.94039,0.59199,1.30914,0.4971,1.20156,0.000275747,0.000275747,0.000275747
64,227.699,0.85237,0.39205,0.93232,0.90947,0.92956,0.94551,0.58401,1.33432,0.50573,1.20164,0.000268678,0.000268678,0.000268678
65,231.175,0.85405,0.38486,0.92702,0.90278,0.93752,0.94892,0.59746,1.33143,0.50641,1.20602,0.00026161,0.00026161,0.00026161
66,234.672,0.86121,0.3848,0.93166,0.90852,0.92541,0.94275,0.60222,1.30655,0.49288,1.19365,0.000254541,0.000254541,0.000254541
67,238.247,0.81619,0.37041,0.91908,0.91251,0.91411,0.94578,0.60094,1.31437,0.4951,1.2062,0.000247472,0.000247472,0.000247472
68,241.733,0.84234,0.373,0.92057,0.90119,0.93089,0.94467,0.59407,1.32088,0.49861,1.21688,0.000240404,0.000240404,0.000240404
69,245.33,0.80061,0.36852,0.91272,0.90651,0.94509,0.94108,0.59489,1.32129,0.49886,1.2212,0.000233335,0.000233335,0.000233335
70,248.817,0.79158,0.36448,0.91087,0.90816,0.93628,0.93904,0.60057,1.33882,0.5066,1.22795,0.000226267,0.000226267,0.000226267
71,252.294,0.7985,0.36407,0.90564,0.89209,0.93072,0.94047,0.59345,1.33187,0.50071,1.22925,0.000219198,0.000219198,0.000219198
