epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,34.4084,0.36243,0.3145,0.82014,1,0.9935,0.995,0.96988,0.32096,11.4457,0.81435,0.00073025,0.00073025,0.00073025
44,35.3227,0.34192,0.28741,0.82503,1,0.99628,0.995,0.95752,0.30488,6.83391,0.80929,0.000717875,0.000717875,0.000717875
45,36.0732,0.32921,0.26718,0.79284,1,0.99628,0.995,0.95752,0.30488,6.83391,0.80929,0.0007055,0.0007055,0.0007055
46,36.8411,0.3694,0.28161,0.83357,0.99367,0.8,0.825,0.77399,0.3548,0.91459,0.82361,0.000693125,0.000693125,0.000693125
47,37.6127,0.33178,0.26687,0.82158,0.99186,0.8,0.79824,0.72775,0.53366,0.78395,0.89451,0.00068075,0.00068075,0.00068075
48,38.3798,0.32292,0.26653,0.80819,0.98692,0.8,0.79689,0.73597,0.63247,2.22858,0.99958,0.000668375,0.000668375,0.000668375
49,39.1369,0.32404,0.28004,0.80595,0.98692,0.8,0.79689,0.73597,0.63247,2.22858,0.99958,0.000656,0.000656,0.000656
50,39.9132,0.35757,0.29439,0.8051,0.98813,0.8,0.79935,0.74134,0.50098,2.34816,0.94143,0.000643625,0.000643625,0.000643625
51,40.6918,0.3287,0.27499,0.83522,0.99081,0.8,0.87034,0.75669,0.43977,1.71237,0.89648,0.00063125,0.00063125,0.00063125
52,41.4562,0.32966,0.26823,0.7903,1,0.89537,0.90015,0.79388,0.35365,0.97462,0.83572,0.000618875,0.000618875,0.000618875
53,42.1997,0.35018,0.26993,0.79491,1,0.89537,0.90015,0.79388,0.35365,0.97462,0.83572,0.0006065,0.0006065,0.0006065
54,42.9672,0.34777,0.29034,0.81456,1,0.99577,0.995,0.95397,0.32344,0.61421,0.81761,0.000594125,0.000594125,0.000594125
55,43.7489,0.30384,0.26902,0.82276,0.99486,1,0.995,0.95175,0.29158,0.51802,0.81485,0.00058175,0.00058175,0.00058175
56,44.5148,0.34243,0.26054,0.82687,0.9947,1,0.995,0.93847,0.29189,0.35057,0.81235,0.000569375,0.000569375,0.000569375
57,45.2619,0.31914,0.25647,0.80102,0.9947,1,0.995,0.93847,0.29189,0.35057,0.81235,0.000557,0.000557,0.000557
58,46.0331,0.31499,0.25527,0.81208,0.99507,1,0.995,0.9792,0.22651,0.20473,0.79989,0.000544625,0.000544625,0.000544625
59,46.8868,0.30382,0.28481,0.79531,0.99512,1,0.995,0.97913,0.23607,0.17311,0.79772,0.00053225,0.00053225,0.00053225
60,47.6988,0.29475,0.24145,0.79654,0.99514,1,0.995,0.96825,0.27883,0.1897,0.8036,0.000519875,0.000519875,0.000519875
61,48.4813,0.31217,0.25475,0.81496,0.99514,1,0.995,0.96825,0.27883,0.1897,0.8036,0.0005075,0.0005075,0.0005075
62,49.3248,0.2914,0.23723,0.80524,0.99512,1,0.995,0.96556,0.27626,0.1854,0.80338,0.000495125,0.000495125,0.000495125
63,50.1629,0.2473,0.22255,0.77213,0.99505,1,0.995,0.967,0.25046,0.1876,0.80117,0.00048275,0.00048275,0.00048275
64,50.9779,0.27387,0.22175,0.82595,0.99513,1,0.995,0.98175,0.2325,0.17328,0.80186,0.000470375,0.000470375,0.000470375
65,51.8434,0.25301,0.23516,0.76282,0.99513,1,0.995,0.98175,0.2325,0.17328,0.80186,0.000458,0.000458,0.000458
66,52.7383,0.26298,0.20367,0.77981,0.99521,1,0.995,0.98498,0.21933,0.17325,0.79808,0.000445625,0.000445625,0.000445625
67,53.6213,0.26183,0.22953,0.81846,0.99514,1,0.995,0.98521,0.22906,0.18801,0.79723,0.00043325,0.00043325,0.00043325
68,54.5168,0.28674,0.23028,0.83312,0.99509,1,0.995,0.98497,0.25267,0.20605,0.80024,0.000420875,0.000420875,0.000420875
69,55.2934,0.23951,0.20925,0.80246,0.99509,1,0.995,0.98497,0.25267,0.20605,0.80024,0.0004085,0.0004085,0.0004085
70,56.0854,0.26558,0.23568,0.8418,0.99514,1,0.995,0.98434,0.23621,0.20629,0.79811,0.000396125,0.000396125,0.000396125
71,56.8899,0.28152,0.22375,0.80495,0.99514,1,0.995,0.995,0.2424,0.17393,0.7983,0.00038375,0.00038375,0.00038375
72,57.7728,0.2645,0.22467,0.77998,0.99512,1,0.995,0.995,0.23897,0.16861,0.79889,0.000371375,0.000371375,0.000371375
73,58.627,0.25942,0.20939,0.83524,0.99512,1,0.995,0.995,0.23897,0.16861,0.79889,0.000359,0.000359,0.000359
74,59.5097,0.23914,0.20802,0.81468,0.99513,1,0.995,0.995,0.21445,0.1588,0.79679,0.000346625,0.000346625,0.000346625
75,60.3764,0.25496,0.20404,0.78015,0.99514,1,0.995,0.995,0.20443,0.1558,0.79526,0.00033425,0.00033425,0.00033425
76,61.2567,0.26781,0.23068,0.78513,0.9951,1,0.995,0.995,0.19888,0.17018,0.7943,0.000321875,0.000321875,0.000321875
77,62.1089,0.24623,0.21262,0.77138,0.9951,1,0.995,0.995,0.19888,0.17018,0.7943,0.0003095,0.0003095,0.0003095
78,62.9858,0.24209,0.20041,0.77901,0.99518,1,0.995,0.98213,0.21327,0.16731,0.7964,0.000297125,0.000297125,0.000297125
79,63.7899,0.22032,0.19933,0.79666,0.99521,1,0.995,0.9825,0.23083,0.17284,0.79889,0.00028475,0.00028475,0.00028475
80,64.5899,0.22085,0.19664,0.76634,0.99517,1,0.995,0.995,0.22428,0.16681,0.79699,0.000272375,0.000272375,0.000272375
81,65.4626,0.23806,0.19267,0.80644,0.99517,1,0.995,0.995,0.22428,0.16681,0.79699,0.00026,0.00026,0.00026
82,66.3358,0.23644,0.20668,0.80263,0.99516,1,0.995,0.9835,0.19972,0.1565,0.79247,0.000247625,0.000247625,0.000247625
83,67.1579,0.23218,0.19085,0.80706,0.9952,1,0.995,0.995,0.18293,0.14572,0.79017,0.00023525,0.00023525,0.00023525
84,68.047,0.21448,0.19811,0.73979,0.99514,1,0.995,0.9865,0.18415,0.15897,0.79105,0.000222875,0.000222875,0.000222875
85,68.8377,0.22545,0.20325,0.79707,0.99514,1,0.995,0.9865,0.18415,0.15897,0.79105,0.0002105,0.0002105,0.0002105
86,69.6243,0.22783,0.2043,0.80421,0.99517,1,0.995,0.9875,0.19108,0.15146,0.79193,0.000198125,0.000198125,0.000198125
87,70.4079,0.20808,0.18239,0.79162,0.99518,1,0.995,0.98513,0.19485,0.16134,0.79261,0.00018575,0.00018575,0.00018575
88,71.212,0.21408,0.1947,0.83226,0.99521,1,0.995,0.995,0.19611,0.15826,0.79241,0.000173375,0.000173375,0.000173375
89,72.1026,0.2157,0.18341,0.80689,0.99521,1,0.995,0.995,0.19611,0.15826,0.79241,0.000161,0.000161,0.000161
90,73.0009,0.2328,0.20142,0.8006,0.99523,1,0.995,0.995,0.1968,0.15162,0.79245,0.000148625,0.000148625,0.000148625
91,76.7899,0.18701,0.18112,0.77128,0.99521,1,0.995,0.98112,0.19493,0.1496,0.79182,0.00013625,0.00013625,0.00013625
92,77.575,0.16209,0.15676,0.78676,0.99516,1,0.995,0.98055,0.18595,0.13815,0.79123,0.000123875,0.000123875,0.000123875
93,78.3641,0.16637,0.17402,0.79007,0.99516,1,0.995,0.98055,0.18595,0.13815,0.79123,0.0001115,0.0001115,0.0001115
94,79.1457,0.15365,0.15547,0.76986,0.99511,1,0.995,0.9815,0.19312,0.1356,0.79123,9.9125e-05,9.9125e-05,9.9125e-05
95,79.9456,0.1498,0.1599,0.79571,0.99509,1,0.995,0.98112,0.19348,0.14119,0.79176,8.675e-05,8.675e-05,8.675e-05
96,80.7421,0.16913,0.16502,0.77089,0.99513,1,0.995,0.98112,0.19505,0.14648,0.79202,7.4375e-05,7.4375e-05,7.4375e-05
97,81.5244,0.18886,0.1768,0.7585,0.99513,1,0.995,0.98112,0.19505,0.14648,0.79202,6.2e-05,6.2e-05,6.2e-05
98,82.3176,0.16548,0.15541,0.77651,0.99512,1,0.995,0.98213,0.19243,0.15354,0.79154,4.9625e-05,4.9625e-05,4.9625e-05
99,83.119,0.15919,0.14961,0.76637,0.99508,1,0.995,0.98313,0.19055,0.15258,0.79124,3.725e-05,3.725e-05,3.725e-05
100,83.9109,0.15745,0.16823,0.76482,0.99509,1,0.995,0.98313,0.18808,0.15542,0.79097,2.4875e-05,2.4875e-05,2.4875e-05
